x,y,z,cluster
-17.233,-12.9826,2.97434,1
-17.3884,-12.1307,2.34518,1
-17.1338,-12.8994,2.15843,1
-17.1684,-13.9368,2.0179,1
-17.0654,-14.9085,1.85307,1
-17.3665,-12.1041,1.56157,1
-17.0943,-12.8659,1.37305,1
-17.07,-13.8471,1.20195,1
-17.3801,-12.1054,0.787384,1
-17.3916,-12.104,0.0144229,1
-17.4645,-12.0867,6.4918,1
-17.4646,-12.0953,5.60498,1
-17.447,-12.0908,4.7592,1
-17.401,-13.0384,4.64759,1
-17.3103,-13.9971,4.53235,1
-17.4652,-12.1034,3.94367,1
-17.4973,-13.1068,3.83674,1
-17.4664,-12.1056,3.13927,1
-17.2933,-12.9451,2.97789,1
-17.4403,-12.0875,2.34716,1
-17.1772,-12.8497,2.15893,1
-17.2041,-13.8785,2.01708,1
-17.0652,-14.8162,1.84809,1
-17.4044,-12.0513,1.56165,1
-17.0697,-12.7656,1.36793,1
-17.1194,-13.8003,1.20244,1
-17.4155,-12.0509,0.78731,1
-17.3834,-12.0193,0.0143855,1
-17.5133,-12.0412,6.49619,1
-17.5813,-12.0965,5.63049,1
-17.3036,-13.9146,5.38943,1
-17.4977,-12.0466,4.76292,1
-17.3656,-12.9289,4.62752,1
-17.428,-14.0041,4.5519,1
-17.4172,-11.9912,3.92451,1
-17.5303,-13.0477,3.83519,1
-17.4285,-12.0003,3.12582,1
-17.3512,-12.9055,2.98103,1
-17.4151,-11.9911,2.33881,1
-17.1719,-12.7637,2.15332,1
-17.1409,-13.7409,2.00472,1
-17.0245,-14.6896,1.8388,1
-17.433,-11.9922,1.56091,1
-17.1352,-12.7328,1.37004,1
-17.1648,-13.7502,1.20266,1
-17.4095,-11.968,0.785378,1
-17.21,-12.7743,0.591186,1
-17.4136,-11.9614,0.01438,1
-17.2073,-12.7667,-0.192219,1
-17.5454,-11.9841,6.49443,1
-17.2696,-13.8001,5.3656,1
-17.4677,-11.9472,4.74476,1
-17.4005,-12.8721,4.62627,1
-17.3247,-13.8338,4.5138,1
-17.4564,-11.9394,3.92505,1
-17.5211,-12.9576,3.82447,1
-17.4669,-11.9479,3.12612,1
-17.2665,-12.7604,2.95973,1
-17.4304,-11.923,2.33595,1
-17.1405,-12.659,2.14451,1
-17.1534,-13.6647,2.00127,1
-17.0793,-14.6457,1.83986,1
-17.4212,-11.9055,1.55657,1
-17.1068,-12.6304,1.36466,1
-17.1983,-13.6906,1.20206,1
-17.3909,-11.8768,0.782889,1
-17.2668,-12.7345,0.591793,1
-17.3742,-11.8561,0.0143174,1
-17.2415,-12.7103,-0.192165,1
-17.5157,-11.8851,6.46988,1
-17.3339,-12.7469,6.32278,1
-17.3705,-12.7737,5.45513,1
-17.3232,-13.7562,5.36914,1
-17.5003,-11.8908,4.74366,1
-17.4336,-12.814,4.62459,1
-17.3793,-13.7903,4.51699,1
-17.5157,-11.9013,3.93016,1
-17.333,-12.7364,3.77486,1
-17.4388,-11.8504,3.11457,1
-17.3231,-12.7203,2.96273,1
-17.3979,-11.8225,2.32671,1
-17.1736,-12.6022,2.14381,1
-17.1414,-13.5694,1.995,1
-17.1272,-14.5958,1.84019,1
-17.4304,-11.8335,1.55414,1
-17.094,-12.5401,1.36056,1
-17.0249,-13.4675,1.18704,1
-17.3999,-11.8049,0.781663,1
-17.2759,-12.6596,0.590773,1
-17.3939,-11.7915,0.0143038,1
-17.2482,-12.6337,-0.191806,1
-17.5132,-11.8052,6.45555,1
-17.3815,-12.6998,6.32588,1
-17.3517,-12.6781,5.43698,1
-17.514,-11.8217,4.73754,1
-17.4183,-12.7207,4.61017,1
-17.4069,-13.7254,4.5132,1
-17.5065,-11.8167,3.91994,1
-17.3553,-12.6709,3.77123,1
-17.4882,-11.8057,3.11691,1
-17.3476,-12.6565,2.96027,1
-17.4308,-11.7669,2.32627,1
-17.1495,-12.5037,2.136,1
-17.1101,-13.4594,1.98655,1
-17.1544,-14.5284,1.83831,1
-17.4311,-11.756,1.55098,1
-17.1033,-12.4664,1.35826,1
-17.0488,-13.4016,1.18584,1
-17.4071,-11.7319,0.780363,1
-17.2969,-12.5936,0.590166,1
-17.4168,-11.7291,0.0142929,1
-17.2682,-12.5672,-0.1916,1
-17.597,-11.7833,6.47309,1
-17.4064,-12.6363,6.3208,1
-17.4039,-12.6345,5.44115,1
-17.3224,-13.583,5.34296,1
-17.5405,-11.7614,4.73491,1
-17.4185,-12.639,4.59993,1
-17.3155,-13.5673,4.47868,1
-17.4569,-11.7054,3.90078,1
-17.3797,-12.6072,3.76812,1
-17.4948,-11.7321,3.11165,1
-17.3639,-12.587,2.95645,1
-17.4685,-11.7145,2.32649,1
-17.1451,-12.4201,2.13069,1
-17.1733,-13.4241,1.98909,1
-17.1707,-14.4519,1.8353,1
-17.443,-11.6864,1.54885,1
-17.1229,-12.4004,1.35679,1
-17.1111,-13.3658,1.18731,1
-17.2869,-14.5342,1.02084,1
-17.4006,-11.6501,0.778468,1
-17.3209,-12.53,0.58967,1
-17.4219,-11.6551,0.0142677,1
-17.2759,-12.4919,-0.191259,1
-17.5487,-11.6731,6.44211,1
-17.4404,-12.5795,6.31911,1
-17.4166,-12.5623,5.43305,1
-17.3978,-13.5561,5.35334,1
-17.3551,-14.5886,5.27181,1
-17.527,-11.6746,4.72157,1
-17.3913,-12.5381,4.58258,1
-17.3632,-13.519,4.48028,1
-17.505,-11.66,3.90352,1
-17.3728,-12.521,3.75827,1
-17.501,-11.6586,3.10639,1
-17.3888,-12.5238,2.95413,1
-17.4439,-11.6206,2.31847,1
-17.154,-12.3465,2.12709,1
-17.1027,-13.2846,1.97619,1
-17.1523,-14.3468,1.82862,1
-17.4414,-11.6079,1.54554,1
-17.1317,-12.3268,1.35448,1
-17.1071,-13.2784,1.1842,1
-17.29,-14.4465,1.0184,1
-17.4355,-11.5961,0.778431,1
-17.3008,-12.4348,0.587685,1
-17.4451,-11.5932,0.0142575,1
-17.2638,-12.4027,-0.190703,1
-17.4862,-11.5544,6.40616,1
-17.5725,-12.593,6.35295,1
-17.3999,-12.4693,5.41589,1
-17.3732,-13.4515,5.33305,1
-17.3818,-14.5203,5.26637,1
-17.5366,-11.6035,4.71457,1
-17.4234,-12.4801,4.58091,1
-17.3449,-13.4195,4.46492,1
-17.4368,-14.5461,4.40033,1
-17.4907,-11.5731,3.89239,1
-17.3823,-12.447,3.75204,1
-17.474,-11.5634,3.09528,1
-17.3917,-12.445,2.94812,1
-17.4629,-11.556,2.31627,1
-17.1789,-12.2846,2.12549,1
-17.1915,-13.2691,1.98173,1
-17.0345,-14.1596,1.81142,1
-17.4703,-11.55,1.54495,1
-17.1167,-12.2365,1.35032,1
-17.0537,-13.1532,1.1777,1
-17.2397,-14.3149,1.01284,1
-17.4585,-11.5343,0.777874,1
-17.3316,-12.3764,0.587437,1
-17.418,-11.4984,0.0142064,1
-17.2888,-12.3404,-0.190559,1
-17.5168,-11.4975,6.4044,1
-17.4626,-12.4333,6.29938,1
-17.4238,-12.4057,5.41147,1
-17.4036,-13.3899,5.32975,1
-17.3746,-14.424,5.25074,1
-17.5868,-11.5593,4.7185,1
-17.3954,-12.3795,4.56356,1
-17.4552,-13.4194,4.48267,1
-17.337,-14.3729,4.364,1
-17.5475,-11.5334,3.89714,1
-17.3875,-12.3702,3.74496,1
-17.5103,-11.5103,3.09543,1
-17.3127,-12.3084,2.92832,1
-17.2939,-13.2738,2.79351,1
-17.2736,-14.2832,2.65763,1
-17.1792,-12.2053,2.12088,1
-17.1721,-13.1703,1.97482,1
-17.1678,-14.1816,1.82095,1
-17.5223,-11.5073,1.54642,1
-17.1476,-12.1793,1.3498,1
-17.1169,-13.1185,1.17929,1
-17.2273,-14.2156,1.00955,1
-17.5038,-11.4872,0.778319,1
-17.3254,-12.2919,0.585948,1
-17.5435,-11.5041,0.01428,1
-17.3013,-12.2693,-0.190281,1
-17.3066,-13.2418,-0.397871,1
-17.5632,-11.451,6.40849,1
-17.4912,-12.373,6.29599,1
-17.4246,-12.3259,5.39994,1
-17.4438,-13.3358,5.32952,1
-17.6304,-11.5106,4.72069,1
-17.399,-12.3018,4.55457,1
-17.3631,-13.264,4.44856,1
-17.6223,-11.5053,3.90589,1
-17.4149,-12.3094,3.74271,1
-17.6275,-11.51,3.1099,1
-17.3625,-12.2638,2.93037,1
-17.3314,-13.2183,2.79301,1
-17.1961,-14.1305,2.63903,1
-17.6017,-11.4932,2.32528,1
-17.1269,-13.0523,1.96501,1
-17.1218,-14.0555,1.8115,1
-17.6386,-11.5063,1.55355,1
-17.1491,-13.0598,1.17874,1
-17.2878,-14.1766,1.01054,1
-17.6042,-11.476,0.781217,1
-17.3344,-12.2186,0.584983,1
-17.6189,-11.4764,0.0143126,1
-17.3078,-12.1943,-0.18994,1
-17.3551,-13.1947,-0.398053,1
-17.506,-11.3373,6.37488,1
-17.442,-12.258,6.2647,1
-17.4124,-12.2372,5.38449,1
-17.4498,-13.2558,5.3189,1
-17.4492,-14.306,5.24667,1
-17.7287,-11.4974,4.73754,1
-17.3414,-12.1815,4.5297,1
-17.3834,-13.1953,4.44337,1
-17.4492,-14.2862,4.37009,1
-17.6996,-11.4785,3.9152,1
-17.3639,-12.1937,3.7237,1
-17.5451,-13.3108,3.64823,1
-17.7382,-11.5049,3.12319,1
-17.3977,-12.2088,2.92996,1
-17.3521,-13.15,2.78983,1
-17.3763,-14.1895,2.65999,1
-17.1605,-12.9949,1.96428,1
-17.0892,-13.9411,1.80351,1
-17.693,-11.4646,1.55525,1
-17.24,-12.0865,1.35121,1
-17.1875,-13.006,1.17863,1
-17.2692,-14.073,1.00693,1
-17.7224,-11.4757,0.784895,1
-17.3563,-12.1544,0.584459,1
-17.6792,-11.4386,0.014333,1
-17.3344,-12.1337,-0.189824,1
-17.3947,-13.1408,-0.398035,1
-17.5149,-11.267,6.36552,1
-17.4618,-12.1921,5.38817,1
-17.4834,-13.1969,5.31678,1
-17.4839,-14.245,5.24395,1
-17.8081,-11.4715,4.74935,1
-17.4228,-12.159,4.5412,1
-17.3385,-13.0776,4.42162,1
-17.2714,-14.0523,4.31472,1
-17.8934,-11.5264,3.95024,1
-17.4142,-12.1494,3.72646,1
-17.5339,-13.2177,3.63745,1
-17.8624,-11.5078,3.13883,1
-17.435,-12.1553,2.92996,1
-17.3757,-13.0842,2.78716,1
-17.2308,-13.9828,2.63114,1
-17.8549,-11.5029,2.34936,1
-17.3814,-12.1098,2.13199,1
-17.143,-12.8991,1.95774,1
-17.1326,-13.8893,1.80359,1
-17.8086,-11.4621,1.56231,1
-17.3736,-12.1008,1.35877,1
-17.0821,-12.844,1.16869,1
-17.3023,-14.0118,1.00634,1
-17.7954,-11.4456,0.786567,1
-17.3919,-12.1,0.584404,1
-17.3716,-12.0805,-0.189824,1
-17.3598,-13.0309,-0.396319,1
-17.5244,-11.1973,6.35646,1
-17.4808,-12.1258,5.38253,1
-17.4647,-13.0989,5.29885,1
-17.333,-14.0338,5.18574,1
-18.0282,-11.5351,4.79858,1
-17.444,-12.0944,4.53701,1
-17.4264,-13.0602,4.43379,1
-17.364,-14.0393,4.32709,1
-17.9436,-11.481,3.95352,1
-17.4538,-12.0976,3.72698,1
-17.4938,-13.1035,3.62078,1
-17.9143,-11.4636,3.14175,1
-17.4625,-12.095,2.92832,1
-17.2951,-12.9405,2.76784,1
-17.2968,-13.9486,2.63467,1
-17.9948,-11.515,2.3631,1
-17.4177,-12.0559,2.13189,1
-17.1482,-12.8208,1.95383,1
-17.0991,-13.7754,1.79561,1
-17.9319,-11.4638,1.57003,1
-17.3926,-12.035,1.35736,1
-17.107,-12.7807,1.16771,1
-17.3109,-13.9311,1.00436,1
-17.9702,-11.4803,0.792733,1
-17.3985,-12.0255,0.583383,1
-17.3625,-11.9953,-0.189321,1
-17.3764,-12.9603,-0.395789,1
-17.5434,-11.1337,6.35091,1
-17.494,-12.0556,6.24327,1
-17.5219,-12.0748,5.38375,1
-17.3958,-12.964,5.26583,1
-17.5149,-14.0923,5.22719,1
-18.0478,-11.4698,4.79442,1
-17.4931,-12.0491,4.54015,1
-17.4012,-12.9581,4.41724,1
-17.4009,-13.9811,4.32557,1
-18.1107,-11.5097,3.98253,1
-17.4576,-12.0211,3.71989,1
-17.522,-13.0409,3.61832,1
-18.0755,-11.4887,3.16382,1
-17.4979,-12.0403,2.92804,1
-17.3395,-12.891,2.7686,1
-17.2822,-13.8495,2.62596,1
-18.0208,-11.4539,2.36189,1
-17.4357,-11.9894,2.12959,1
-17.1586,-12.7468,1.95056,1
-17.1156,-13.7023,1.79292,1
-18.1261,-11.5098,1.58394,1
-17.4171,-11.9731,1.3564,1
-17.1349,-12.7199,1.16695,1
-17.32,-13.8511,1.00241,1
-18.0897,-11.4787,0.796448,1
-17.413,-11.9568,0.582639,1
-17.2273,-12.7773,0.387491,1
-17.3712,-11.9227,-0.189016,1
-17.2667,-12.7962,-0.392394,1
-17.5596,-11.0686,6.34448,1
-17.5151,-11.991,6.23763,1
-17.5284,-12.0002,5.37443,1
-17.4222,-12.9007,5.26182,1
-18.2108,-11.4951,4.82833,1
-17.492,-11.9694,4.53033,1
-17.3762,-12.8568,4.40088,1
-17.3401,-13.8449,4.29989,1
-18.2008,-11.4887,3.99458,1
-17.5074,-11.9763,3.72266,1
-17.3264,-12.8129,3.56979,1
-18.1985,-11.4886,3.17916,1
-17.4791,-11.9485,2.91876,1
-17.3263,-12.7988,2.76021,1
-17.2865,-13.7661,2.62019,1
-17.4527,-11.9224,2.12719,1
-17.1808,-12.6816,1.94865,1
-17.1474,-13.6417,1.79186,1
-18.2246,-11.494,1.58946,1
-17.3986,-11.8819,1.35211,1
-17.1674,-12.6625,1.16651,1
-17.2733,-13.727,0.997266,1
-18.1941,-11.4668,0.799495,1
-17.4496,-11.9034,0.582639,1
-17.2487,-12.7113,0.387094,1
-17.3631,-11.839,-0.188532,1
-17.2946,-12.7349,-0.392138,1
-17.5562,-10.9913,6.33103,1
-17.5232,-11.9178,6.22748,1
-17.5331,-11.9246,5.36462,1
-17.3944,-12.7977,5.24154,1
-17.331,-13.7701,5.14701,1
-18.2824,-11.462,4.83796,1
-17.481,-11.8833,4.51799,1
-17.4117,-12.8005,4.39988,1
-17.341,-13.7587,4.28961,1
-18.2401,-11.4355,3.99549,1
-17.4683,-11.8711,3.70658,1
-17.306,-12.7159,3.55753,1
-18.3292,-11.4926,3.19582,1
-17.4977,-11.8826,2.91575,1
-17.3223,-12.7139,2.75335,1
-17.3287,-13.713,2.62019,1
-17.4637,-11.8515,2.12408,1
-17.1908,-12.6077,1.94538,1
-17.0915,-13.5117,1.78167,1
-18.2649,-11.4412,1.5899,1
-17.3994,-11.8043,1.34936,1
-17.1289,-12.5531,1.16127,1
-17.2745,-13.6418,0.994918,1
-18.3233,-11.4698,0.803618,1
-17.4133,-11.8004,0.580212,1
-17.307,-12.6725,0.387527,1
-17.3728,-11.7677,-0.188245,1
-17.311,-12.6652,-0.391627,1
-17.5809,-10.9319,6.32782,1
-17.5446,-11.8538,6.22212,1
-17.3883,-12.7312,6.10192,1
-17.5632,-11.8664,5.36266,1
-17.4257,-12.7385,5.23918,1
-17.3915,-13.7313,5.15245,1
-18.4326,-11.4775,4.86836,1
-17.536,-11.8422,4.5228,1
-17.4437,-12.7419,4.39808,1
-17.4016,-13.72,4.29418,1
-18.3285,-11.4127,4.00717,1
-17.4916,-11.8086,3.70382,1
-17.3632,-12.6761,3.56129,1
-17.5316,-11.8272,2.91534,1
-17.3484,-12.6513,2.75132,1
-17.3543,-13.6469,2.61772,1
-17.1553,-12.5009,1.93702,1
-17.147,-13.4703,1.78314,1
-18.2847,-11.3756,1.58857,1
-17.4016,-11.728,1.34673,1
-17.152,-12.4893,1.16023,1
-17.2998,-13.5757,0.99397,1
-17.422,-11.7285,0.579303,1
-17.3191,-12.5999,0.386931,1
-17.3947,-11.7048,-0.188092,1
-17.2956,-12.5726,-0.390404,1
-17.4647,-10.7854,6.27403,1
-17.5554,-11.7828,6.2131,1
-17.4039,-12.6608,6.09375,1
-17.5359,-11.7697,5.34328,1
-17.4364,-12.6644,5.23069,1
-17.3662,-13.625,5.13252,1
-18.4462,-11.4076,4.86268,1
-17.5089,-11.7458,4.5065,1
-17.4447,-12.6607,4.38851,1
-17.4877,-13.7011,4.30502,1
-17.5081,-11.7417,3.69967,1
-17.3677,-12.5979,3.55426,1
-17.5085,-11.7336,2.90551,1
-17.3735,-12.5882,2.74916,1
-17.3264,-13.5392,2.60724,1
-17.1428,-12.4114,1.93129,1
-17.1426,-13.3821,1.77841,1
-18.3526,-11.3399,1.59144,1
-17.4259,-11.6668,1.34583,1
-17.1401,-12.4004,1.15684,1
-17.3296,-13.5134,0.993293,1
-17.4222,-11.6511,0.578117,1
-17.3212,-12.5204,0.386118,1
-17.4148,-11.6409,-0.187922,1
-17.2619,-12.4674,-0.388779,1
-17.4936,-10.7293,6.27257,1
-17.5476,-11.6996,6.1976,1
-17.4014,-12.5775,6.07931,1
-17.5502,-11.7014,5.33666,1
-17.3349,-12.5096,5.1887,1
-17.3979,-13.5638,5.12958,1
-17.5033,-11.6644,4.49584,1
-17.3523,-12.5125,4.35559,1
-17.4343,-13.5732,4.28162,1
-18.7073,-11.4899,4.0745,1
-17.4629,-11.6339,3.68256,1
-17.3822,-12.5272,3.54936,1
-17.5213,-11.6645,2.90169,1
-17.3685,-12.5035,2.74229,1
-17.291,-13.4263,2.5957,1
-17.4685,-11.6214,2.11157,1
-17.1678,-12.3495,1.92984,1
-17.1742,-13.3221,1.77743,1
-18.3473,-11.2591,1.58799,1
-17.4558,-11.6094,1.34539,1
-17.2007,-12.364,1.15837,1
-17.2572,-13.372,0.98679,1
-17.457,-11.5971,0.578089,1
-17.3319,-12.4473,0.385504,1
-17.2774,-12.3981,-0.388268,1
-17.5558,-10.6935,6.28309,1
-17.5498,-11.6235,6.18575,1
-17.5376,-12.5942,6.11336,1
-17.5432,-11.6191,5.32366,1
-17.5138,-12.5572,5.23069,1
-17.4402,-13.511,5.1298,1
-17.4771,-11.5696,4.47995,1
-17.3818,-12.4529,4.35339,1
-17.4169,-13.474,4.26716,1
-18.8155,-11.477,4.09038,1
-17.4861,-11.5721,3.67996,1
-17.4166,-12.471,3.54854,1
-18.5744,-11.3312,3.21409,1
-17.4951,-11.5697,2.89144,1
-17.3189,-12.3873,2.72844,1
-17.318,-13.3622,2.59358,1
-17.191,-12.2863,1.92821,1
-17.1005,-13.1811,1.76561,1
-18.3988,-11.2131,1.58946,1
-17.4539,-11.5311,1.3425,1
-17.1646,-12.2584,1.1534,1
-17.28,-13.305,0.985752,1
-17.48,-11.5352,0.577676,1
-17.2903,-12.3372,0.383734,1
-17.2966,-12.3317,-0.387848,1
-17.5452,-10.6133,6.2676,1
-17.5092,-11.5195,6.15897,1
-17.4344,-12.4392,6.06405,1
-17.5455,-11.5434,5.31361,1
-17.4446,-12.4267,5.19861,1
-17.4237,-13.4129,5.11282,1
-17.5149,-11.5176,4.48058,1
-17.4048,-12.3888,4.3496,1
-17.4472,-13.4121,4.2645,1
-18.8675,-11.4294,4.09403,1
-17.5018,-11.5054,3.67581,1
-17.3792,-12.3637,3.53318,1
-17.4035,-13.3577,3.42179,1
-18.8595,-11.4259,3.25735,1
-17.5206,-11.5094,2.88981,1
-17.3528,-12.3312,2.7278,1
-17.2155,-13.1991,2.57215,1
-17.5344,-11.5107,2.11097,1
-17.2473,-12.2468,1.9303,1
